name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Christian Benteke,FWD,Crystal Palace,0.7,0,0,2,0,0.0,132,40,1,0,0.6,4.0,2020-10-18T13:00:00Z,2,3,0,0,0,0,5,0,14662,1,1,2.0,1,-387,1591,1978,55,True,0,5
Chris Wood,FWD,Burnley,3.5,0,0,-8,1,2.5,91,48,0,0,3.6,0.0,2020-10-19T16:30:00Z,90,18,0,0,0,0,5,0,118759,0,0,39.0,2,-22180,7515,29695,64,False,0,5
Connor Wickham,FWD,Crystal Palace,0.0,0,0,0,0,0.0,136,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,3,0,0,0,0,5,0,57650,1,1,0.0,0,-8449,2327,10776,45,True,0,5
Danny Ings,FWD,Southampton,6.7,0,1,27,0,0.9,366,39,3,1,9.8,36.4,2020-10-17T14:00:00Z,90,5,0,0,0,0,5,0,1312469,3,3,61.0,7,-153461,73937,227398,85,False,0,5
David McGoldrick,FWD,Sheffield Utd,2.8,0,0,4,1,2.1,344,46,0,0,0.9,0.0,2020-10-18T11:00:00Z,63,8,0,0,0,0,5,0,45304,1,1,9.0,2,-2816,8399,11215,54,True,0,5
Divock Origi,FWD,Liverpool,0.5,0,0,0,0,0.0,256,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,7,0,0,0,0,5,0,53159,2,2,0.0,0,-6055,2370,8425,53,False,0,5
Dominic Calvert-Lewin,FWD,Everton,5.5,0,0,21,0,3.3,164,41,2,1,9.3,38.6,2020-10-17T11:30:00Z,90,11,0,0,0,0,5,0,3660283,2,2,51.0,6,624975,708612,83637,76,True,0,5
Dwight Gayle,FWD,Newcastle,0.0,0,0,0,0,0.0,329,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,13,0,0,0,0,5,0,1781,4,1,0.0,0,-150,67,217,59,True,0,5
Edinson Cavani,FWD,Man Utd,0.0,0,0,0,0,0.0,569,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,14,0,0,0,0,5,0,27586,4,1,0.0,0,24237,40011,15774,80,False,0,5
Edward Nketiah,FWD,Arsenal,0.5,0,0,3,0,0.5,22,44,0,0,0.2,1.2,2020-10-17T16:30:00Z,7,12,0,0,0,0,5,0,61050,0,1,0.0,1,-12941,3395,16336,58,False,0,5
Fabio Silva,FWD,Wolves,1.0,0,0,0,0,0.0,504,42,0,0,0.0,0.0,2020-10-19T19:00:00Z,0,10,0,0,0,0,5,0,50687,1,0,0.0,0,-10723,2051,12774,53,False,0,5
Florin Andone,FWD,Brighton,0.0,0,0,0,0,0.0,64,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,6,0,0,0,0,5,0,7864,1,1,0.0,0,-1403,156,1559,49,False,0,5
Gabriel Fernando de Jesus,FWD,Man City,0.0,0,0,0,0,0.0,282,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,1,0,0,0,0,5,0,61917,0,1,0.0,0,-16611,493,17104,94,True,0,5
Glenn Murray,FWD,Brighton,0.0,0,0,0,0,0.0,53,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,6,0,0,0,0,5,0,9389,1,1,0.0,0,-1266,573,1839,49,False,0,5
Hal Robson-Kanu,FWD,West Brom,0.0,0,0,0,0,0.0,408,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,4,0,0,0,0,5,0,12009,0,0,0.0,0,-4071,618,4689,53,True,0,5
Harry Kane,FWD,Spurs,15.0,1,3,69,0,29.3,388,47,3,2,20.5,108.4,2020-10-18T15:30:00Z,90,19,0,0,0,0,5,0,2083949,3,3,67.0,16,723621,769600,45979,106,True,0,5
Indiana Vassilev,FWD,Aston Villa,0.0,0,0,0,0,0.0,51,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,9,0,0,0,0,5,0,70572,1,0,0.0,0,-11438,5599,17037,44,False,0,5
Islam Slimani,FWD,Leicester,1.8,0,0,3,0,11.7,579,43,1,0,1.8,0.2,2020-10-18T18:15:00Z,19,2,0,0,0,0,5,0,0,1,0,6.0,1,0,0,0,50,True,0,5
Jamie Vardy,FWD,Leicester,4.3,0,0,0,0,0.0,224,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,2,0,0,0,0,5,0,1748285,1,0,0.0,0,-30736,210612,241348,101,True,0,5
Jay Rodriguez,FWD,Burnley,0.8,0,0,3,0,0.3,86,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,13,18,0,0,0,0,5,0,22241,0,0,0.0,1,-5445,194,5639,59,False,0,5
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0.7,0,0,10,0,10.9,340,45,1,0,2.0,6.6,2020-10-17T19:00:00Z,71,13,0,0,0,0,5,0,16897,4,1,2.0,2,-2118,823,2941,58,True,0,5
Jordan Ayew,FWD,Crystal Palace,1.3,0,0,0,0,0.0,140,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,3,0,0,0,0,5,0,232254,1,1,0.0,0,-41370,13397,54767,58,True,0,5
Jordan Hugill,FWD,West Ham,0.0,0,0,0,0,0.0,444,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,17,0,0,0,0,5,0,550,3,3,0.0,0,-12,41,53,55,False,0,5
Karlan Grant,FWD,West Brom,1.4,0,0,5,1,12.4,582,48,0,0,2.6,1.8,2020-10-19T16:30:00Z,72,4,0,0,0,0,5,0,0,0,0,12.0,2,0,0,0,60,True,0,5
Keinan Davis,FWD,Aston Villa,-0.3,0,0,0,0,0.0,50,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,9,0,0,0,0,5,0,777537,1,0,0.0,0,-137106,36935,174041,44,False,0,5
Kelechi Iheanacho,FWD,Leicester,1.5,0,0,3,1,22.5,233,43,0,0,3.5,5.4,2020-10-18T18:15:00Z,70,2,0,0,0,0,5,0,24537,1,0,7.0,2,-2735,1180,3915,57,True,0,5
Kenneth Zohore,FWD,West Brom,0.0,0,0,0,0,0.0,416,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,4,0,0,0,0,5,0,3854,0,0,0.0,0,-435,316,751,49,True,0,5
Leonardo Campana,FWD,Wolves,0.5,0,0,0,0,0.0,476,42,0,0,0.0,0.0,2020-10-19T19:00:00Z,0,10,0,0,0,0,5,0,23921,1,0,0.0,0,-2331,1569,3900,49,False,0,5
Liam Delap,FWD,Man City,0.7,0,0,0,0,0.0,539,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,1,0,0,0,0,5,0,69304,0,1,0.0,0,-3278,17767,21045,45,True,0,5
Lys Mousset,FWD,Sheffield Utd,0.0,0,0,0,0,0.0,359,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,8,0,0,0,0,5,0,6546,1,1,0.0,0,-1399,88,1487,58,True,0,5
Léo Bonatini,FWD,Wolves,0.0,0,0,0,0,0.0,463,42,0,0,0.0,0.0,2020-10-19T19:00:00Z,0,10,0,0,0,0,5,0,13889,1,0,0.0,0,-2701,243,2944,49,False,0,5
Matej Vydra,FWD,Burnley,1.5,0,0,0,0,0.0,93,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,18,0,0,0,0,5,0,60991,0,0,0.0,0,-3363,10605,13968,50,False,0,5
Mbwana Samatta,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,9,0,0,0,0,5,0,3614,1,0,0.0,0,-772,67,839,59,False,0,5
Michael Obafemi,FWD,Southampton,-0.3,0,0,0,0,0.0,381,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,5,0,0,0,0,5,0,102717,3,3,0.0,0,-17354,4508,21862,48,False,0,5
Michail Antonio,FWD,West Ham,3.2,0,0,-4,0,21.4,437,47,3,0,6.9,6.4,2020-10-18T15:30:00Z,76,17,0,0,0,0,5,0,364653,3,3,41.0,1,-11522,46069,57591,63,False,1,5
Michy Batshuayi,FWD,Crystal Palace,2.0,1,0,11,1,1.9,108,40,0,0,0.8,0.4,2020-10-18T13:00:00Z,82,3,0,0,0,0,5,0,51776,1,1,6.0,5,-8034,1974,10008,58,True,0,5
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,169,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,11,0,0,0,0,5,0,20859,2,2,0.0,0,-7958,163,8121,58,True,0,5
Neal Maupay,FWD,Brighton,8.0,0,0,2,0,13.2,68,40,1,0,10.1,5.6,2020-10-18T13:00:00Z,90,6,0,0,0,0,5,0,448156,1,1,82.0,2,144900,210560,65660,66,False,0,5
Odion Ighalo,FWD,Man Utd,0.5,0,0,0,0,0.0,293,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,14,0,0,0,0,5,0,16484,4,1,0.0,0,-1265,1437,2702,63,False,0,5
